#nodeA	nodeB
NCOA2	PIAS3
PIAS3	PRPF40A
PIAS3	ATF7IP
PDCD5	UTP14A
RABIF	UTP14A
CCL21	CXCL13
SMC4L1	SMC2L1
TXN	TXNIP
TXN	COPS5
PSMF1	KHDRBS3
KHDRBS3	KHDRBS1
KHDRBS3	YTHDC1
KHDRBS1	GRAP
KHDRBS1	YTHDC1
FUBP1	CUGBP1
RGS11	GNB5
RGS9	GNB5
PLK4	FAM46C
SEPT9	RAB10
SEPT9	SEPT6
TRRAP	EP400
UTP14A	PHF10
UTP14A	WDR33
SF3A1	TCERG1
TIA1	FASTK
CDC7	DBF4
CDC7	DBF4B
TCERG1	U2AF2
RAB11FIP3	TOMM34
RAB11FIP3	RAB11FIP4
IL1RL1	TMED1
TOPBP1	EDD1
AKAP1	PTPN21
FAF1	SNIP1
CRADD	C14orf1
MAP4K1	BLNK
C14orf1	BTBD2
C14orf1	HYLS1
TLOC1	CIC
STK25	PDCD10
STK24	PDCD10
EHMT2	KLF12
EHMT2	KIAA0515
CBX3	CBX5
U2AF1L2	U2AF2
SRPK2	U2AF2
SRPK2	PRPF40A
ZNFN1A1	SIN3A
U2AF2	KIAA0907
U2AF2	CHIC2
U2AF2	THAP1
U2AF2	PRPF40A
RAB11FIP2	RAB11FIP4
SEC13L1	SEC31L1
SEC13L1	WDR44
AXIN2	ANKRD6
K-ALPHA-1	EPN2
NFYC	ATF6
TMEM11	SCMH1
SCMH1	GMNN
SCMH1	GRINL1A
FNBP1	TNKS
TNKS	TNKS2
ENTH	GGA2
GGA2	AFTIPHILIN
GGA2	DKFZP779L1558
GGA2	SORL1
SORL1	GGA1
MAP3K7IP1	MAP3K7IP2
TRIM22	CIC
SCFD1	USP22
NOMO1	ATF7IP
KLRG1	LEPROTL1
LSM6	LSM8
EIF4E2	ARIH1
MXD4	SIN3A
UPF2	XRN1
UPF2	DCP2
UPF2	SKIV2L2
SKIV2L2	XRN1
SKIV2L2	EXOSC5
MACF1	ATF7IP
GGA1	AFTIPHILIN
GGA1	DKFZP779L1558
PAXIP1	P8
HIPK3	ZNF588
HIPK3	GORASP1
HIPK3	SNIP1
DICER1	EIF2C2
SIN3A	HDAC7A
SIN3A	ARID4B
PABPC1	PAIP2
PABPC1	SFRS12
DLL1	POFUT1
CIC	HYPB
CDC2L5	PRPF40A
MAPKAPK3	EEF2K
RIBC2	TMEM66
SH3KBP1	ARHGAP27
SH3KBP1	BLNK
POLR1C	POLR1D
POLR1C	PRAF1
POLA2	STK40
POLA2	PRPF38A
POLA2	DCP2
C6orf55	MBIP
MBIP	WDR5
LEF1	NLK
CCDC53	LUC7L2
CCDC53	PBXIP1
LUC7L2	ZCCHC10
LUC7L2	ATF7IP
IFIT5	TMEM66
MTHFR	LSM8
ITSN2	LSM8
DBF4	LSM8
CEP57	RAP80
GNB5	GNG2
RAD50	DCLRE1C
RP11-502H18.1	APTX
SYT17	APTX
RRAS2	RASSF5
TESC	DKFZP779L1558
NOL8	RRAGD
ZCCHC10	THAP1
THAP1	STRBP
THAP1	GRINL1A
LSM8	DCP1A
KEAP1	FAM46A
MMP11	PRPF40A
RLF	PRPF40A
RBAF600	PRPF40A
BRD4	PRPF40A
CRKRS	PRPF40A
ZCCHC8	PRPF40A
PDCD7	PRPF40A
PRPF40A	YLPM1
PRPF40A	STIM2
PEX6	ATF7IP
SENP3	ATF7IP
TTC3	ATF7IP
RRBP1	ATF7IP
ZNF518	ATF7IP
DMTF1	ATF7IP
EIF2C2	DCP1A
EIF2C2	DCP2
NUP210	EXOSC5
UQCRC2	RTN4
IRAK4	PELI1
C7orf20	PHGDHL1
DUSP12	MBD6
ATF7IP	KIAA1632
HTATIP2	NCOA5
NIF3L1	TIFA
ARID4B	SAP130
TTK	TUBB
MYO9A	GRINL1A
CDT1	GMNN
RAP1B	RASSF5
ARL6	ARL6IP6
SNIP1	ZCCHC7
TSPAN7	FYTTD1
PSMB1	DCP2
PITPNM2	CPNE4
THRAP3	SFRS12
SYT9	TUBB
DCP2	DCP1A
TAF15	ZNF384
ARL8B	TUBB
NT5E	LAMA1
