#nodeA	nodeB
CDC27	SKIL
CDC27	CDC16
HRB	PKIA
HRB	XPO1
HRB	TRIAD3
HRB	EPS15L1
FBL	HRMT1L2
FBL	SMN1
FBL	MAP3K14
HRMT1L2	IFNAR1
HRMT1L2	ILF3
HRMT1L2	STAT1
HRMT1L2	TP53
HRMT1L2	BTG2
HRMT1L2	NCOA3
HRMT1L2	NCOA1
HRMT1L2	NCOA2
HRMT1L2	KHDRBS3
HRMT1L2	KHDRBS1
HRMT1L2	WDR33
HRMT1L2	YLPM1
GSK3A	MCL1
GSK3A	PRKACA
GSK3A	PRKCA
GSK3A	PRKCB1
GSK3A	PRKCD
GSK3A	PRKCG
GSK3A	PRKCZ
GSK3A	SGK
GSK3A	PRKD3
DUSP1	MAPK1
DUSP1	MAPK3
DUSP1	MAPK8
DUSP1	MAPK12
DPH1	HSPA5
EPRS	HSPCA
EPRS	IARS
EPRS	RARS
HSPCA	IKBKB
HSPCA	IRAK1
HSPCA	KDR
HSPCA	MYC
HSPCA	PDPK1
HSPCA	PIM1
HSPCA	PPP5C
HSPCA	PRKDC
HSPCA	MAPK1
HSPCA	EIF2AK2
HSPCA	RAF1
HSPCA	ST13
HSPCA	STAT3
HSPCA	TERT
HSPCA	TNFRSF1A
HSPCA	TP53
HSPCA	DAP3
HSPCA	IKBKG
HSPCA	RIPK1
HSPCA	MAP3K14
HSPCA	EIF2AK3
HSPCA	IKBKE
HSPCA	TOMM34
HSPCA	CDC37
HSPCA	AHSA2
HSPCA	HIF1A
HIF1A	JUN
HIF1A	MDM2
HIF1A	PGK1
HIF1A	MAPK3
HIF1A	TP53
HIF1A	VHL
HIF1A	DAP3
HIF1A	NCOA1
HIF1A	NCOA2
HIF1A	COPS5
GBP2	HSPE1
GBP2	PPP1R8
GBP2	FXR1
GBP2	BTBD2
GNA11	KDR
GNA11	RGS3
GNA11	TSHR
HSPA5	PRNP
HSPA5	TSHR
HSPA5	VWF
HSPA5	PCSK7
HSPA5	EIF2AK3
HSPA5	PSME3
HSPA5	TCERG1
HSPA5	DNAJC10
GARS	IARS
ICAM1	IL2RG
ICAM1	ITGAL
ICAM1	ITGAM
ICAM1	ITGB2
ICAM1	MSN
ICAM1	SLC3A2
ICAM1	VIL2
HES1	ID1
HES1	ID2
HES1	ID3
HES1	JAK2
HES1	PRKCA
HES1	STAT3
ID2	IFI16
ID2	PAX5
ID2	RB1
ID2	RBL1
ID2	RBL2
ID2	TCF4
ID2	TCF3
ID2	TCF12
ID2	MSC
ID2	ELK3
ELK3	MAPK8
ELK3	MAPK9
ELK3	TCF3
ELK3	PIAS1
ID3	IFI16
ID3	PAX5
ID3	TCF4
ID3	TCF3
ID3	TCF12
IDH3A	IDH3G
ID1	IFI16
ID1	TCF4
ID1	TCF3
ID1	TCF12
IFIT1	IFIT3
IFIT1	EIF3S6
IFIT2	IFIT3
IFNAR1	IFNAR2
IFNAR1	LCK
IFNAR1	PIK3R1
IFNAR1	PRKACA
IFNAR1	MAPK1
IFNAR1	PTPN6
IFNAR1	PTPN11
IFNAR1	PTPRC
IFNAR1	STAT2
IFNAR1	STAT3
IFNAR1	TYK2
IFNAR1	ZAP70
IFNAR1	FBXW11
IFNAR2	JAK1
IFNAR2	PRKCB1
IFNAR2	STAT1
IFNAR2	STAT2
IFNAR2	STAT3
IFNAR2	TYK2
IFNG	IFNGR1
IFNG	IFNGR2
IFNGR1	IFNGR2
IFNGR1	JAK1
IFNGR1	JAK2
IFNGR1	PTPN11
IFNGR1	RAC1
IFNGR1	STAT1
IFNGR1	SOCS1
HDAC2	IFRD1
HDAC2	ING1
HDAC2	MXD1
HDAC2	PA2G4
HDAC2	PML
HDAC2	PPP1R8
HDAC2	PTMA
HDAC2	ARID4A
HDAC2	RBBP4
HDAC2	RELA
HDAC2	RFX5
HDAC2	SP1
HDAC2	SP3
HDAC2	STAT3
HDAC2	YY1
HDAC2	MTA1
HDAC2	ZNFN1A1
HDAC2	SNW1
HDAC2	RCOR1
HDAC2	SIN3A
HDAC2	HDAC10
IGF1	IGFBP1
IGF1	IGFBP3
GNAI2	IL8
GNAI2	IL8RB
GNAI2	PLSCR1
GNAI2	RGS4
GNAI2	RGS16
GNAI2	TSHR
GNAI2	TUBA1
GNAI2	RGS5
GNAI2	PTPRU
GNAI2	RGS14
IGF2R	PLAU
IGF2R	CREG1
IGF2R	GGA2
IGF2R	GGA1
IGF2R	PACS1
IKBKB	IRS1
IKBKB	MAP3K11
IKBKB	NFKB1
IKBKB	NFKB2
IKBKB	NFKBIA
IKBKB	PRKCB1
IKBKB	PRKCQ
IKBKB	PRKCZ
IKBKB	EIF2AK2
IKBKB	RELA
IKBKB	MAP3K7
IKBKB	TNFAIP3
IKBKB	TNFRSF1A
IKBKB	TRAF2
IKBKB	NCOA3
IKBKB	IKBKG
IKBKB	IKBKAP
IKBKB	CFLAR
IKBKB	MAP3K14
IKBKB	EIF2AK3
IKBKB	TANK
IKBKB	CDC37
IL1B	IL1R1
IL1B	IL1RAP
IL1B	MMP2
IL1B	IL1R2
IL1R1	IL1RAP
IL1R1	IL1RN
IL1R1	MYD88
IL1R1	PIK3R1
IL2RB	IL2RG
IL2RB	IL15
IL2RB	IL15RA
IL2RB	JAK1
IL2RB	LCK
IL2RB	LYN
IL2RB	PIK3R1
IL2RB	PTPN6
IL2RB	RAF1
IL2RB	SHC1
IL2RB	STAT1
IL2RB	STAT3
IL2RB	STAT5A
IL2RB	STAT5B
IL2RB	SYK
IL2RB	SOCS1
IL2RB	EIF3S9
IL2RB	SOCS3
HRAS	INSR
HRAS	IRAK1
HRAS	LGALS1
HRAS	NF1
HRAS	PDGFB
HRAS	PIK3CA
HRAS	PIK3CD
HRAS	PIK3CG
HRAS	PIK3R1
HRAS	PRKCI
HRAS	PRKCZ
HRAS	MAPK8
HRAS	MAP2K1
HRAS	RAF1
HRAS	RALGDS
HRAS	RASA1
HRAS	SOS1
HRAS	TIAM1
HRAS	VAV1
HRAS	BRAP
HRAS	DGKZ
HRAS	RASGRP1
HRAS	RASSF5
IL2RG	IL4R
IL2RG	IL7
IL2RG	IL7R
IL2RG	IL15
IL2RG	IL15RA
IL2RG	JAK1
IL2RG	PTPRJ
IL2RG	SHC1
IL2RG	STAT1
IL2RG	STAT5A
IL6	IL6R
IL6	IL6ST
IL6	ZBTB16
IL6R	IL6ST
IL6R	STAT3
IL6R	ARTS-1
IL6ST	JAK1
IL6ST	LIF
IL6ST	LIFR
IL6ST	OSM
IL6ST	PIK3CG
IL6ST	PLAUR
IL6ST	PRKCD
IL6ST	PTPN6
IL6ST	PTPN11
IL6ST	STAT3
IL6ST	TYK2
IL6ST	VAV1
IL6ST	SOCS3
IL6ST	OSMR
IL7	IL7R
IL8	IL8RB
IL8	MMP9
IL8	CCL4
IL8	SDC1
CXCL3	IL8RB
IL8RB	PPBP
IL8RB	PPP2CA
IL8RB	CXCL5
IL8RB	ST13
IL8RB	RAB11FIP2
IL10RA	IL10RB
IL10RA	JAK1
IL12RB1	STAT4
IL4R	IL13
IL4R	IL13RA1
IL4R	IRS1
IL4R	JAK1
IL4R	JAK2
IL4R	NCF1
IL4R	PRKCZ
IL4R	PTPN6
IL4R	PTPN11
IL4R	SHC1
IL4R	STAT6
IL4R	IRS2
IL4R	SOCS5
IL13	IL13RA1
IL13	IL13RA2
IL13	PIK3R1
IL13	VCAM1
IL15	IL15RA
IL16	KCNA3
IL16	PPP1R12A
FCGR2B	INPPL1
FCGR2B	LY6E
FCGR2B	LYN
FCGR2B	MAPK1
FCGR2B	MAPK3
FCGR2B	PTPN6
FCGR2B	C14orf1
INSR	IRS1
INSR	JAK1
INSR	JAK2
INSR	MAD2L1
INSR	SMAD2
INSR	ENPP1
INSR	PIK3R1
INSR	PRKCA
INSR	PRKCD
INSR	MAPK3
INSR	PTK2
INSR	PTPN1
INSR	PTPN2
INSR	PTPN6
INSR	PTPN11
INSR	PTPRC
INSR	PTPRF
INSR	RAF1
INSR	RASA1
INSR	SHC1
INSR	STAT5A
INSR	STAT5B
INSR	VAV1
INSR	PIK3R3
INSR	SOCS1
INSR	IRS2
INSR	SOCS2
INSR	SOCS3
INSR	SOCS6
INSR	VAV3
INSR	KHDRBS1
IRAK1	ITGAM
IRAK1	MYD88
IRAK1	PRKCI
IRAK1	PRKCZ
IRAK1	MAPK8
IRAK1	STAT3
IRAK1	MAP3K7
IRAK1	TLR4
IRAK1	TRAF6
IRAK1	SUMO1
IRAK1	FADD
IRAK1	MAP3K7IP2
IRAK1	IRAK4
IRAK1	PELI1
IRAK1	TIFA
IRAK1	IL1RAP
IL1RAP	MYD88
IL1RAP	PIK3R1
IL1RAP	RAC1
IL1RAP	STAT3
IL1RAP	IL1R2
IL1RAP	IL18R1
IL1RAP	PRPF40A
CD151	ITGA6
CD151	ITGA3
CD151	MMP7
HMGA1	IRF1
HMGA1	JUN
HMGA1	NFYA
HMGA1	RARG
HMGA1	RXRA
HMGA1	SP1
HMGA1	SRF
IRF8	IRF1
IRF8	IRF2
IRF8	SPI1
IRF8	TRAF6
IRF8	COPS2
IRF3	IRF5
IRF3	PPIB
IRF3	RELA
IRF3	IKBKE
PRDM1	IRF4
IRS1	JAK1
IRS1	JAK2
IRS1	PDPK1
IRS1	PIK3R1
IRS1	PIK3R2
IRS1	PRKCD
IRS1	PRKCG
IRS1	PRKCQ
IRS1	PRKCZ
IRS1	MAPK1
IRS1	MAPK8
IRS1	MAPK9
IRS1	PTK2
IRS1	PTPN1
IRS1	PTPN11
IRS1	PTPRC
IRS1	PTPRF
IRS1	RAD51
IRS1	ROCK1
IRS1	SHC1
IRS1	TYK2
IRS1	YWHAE
IRS1	PIK3R3
IRS1	SOCS1
IRS1	SOCS3
IRS1	SNF1LK2
IRS1	ATP2A3
ITGA1	MATN1
ITGA1	PTPN2
ITGA1	LAMA1
ITGA3	CD82
ITGA3	RABIF
ITGA3	TIMP2
ITGA3	HPS5
ITGA4	ITGB7
ITGA4	CD82
ITGA4	PRKACA
ITGA4	MADCAM1
ITGA4	LPXN
ITGA4	ADAM28
TNC	ITGA5
TNC	PTPRB
ITGA9	SPP1
ICAM3	ITGAL
ICAM3	ITGB2
ICAM3	MSN
ICAM3	PRKCQ
ICAM3	VIL2
ICAM3	ZBTB16
ITGAL	PTPRC
ITGAL	ICAM5
ITGAL	RANBP9
ICAM2	ITGAM
ICAM2	ITGB2
ICAM2	MSN
ICAM2	VIL2
HP	ITGAM
HP	ITGB2
CYR61	ITGAV
CYR61	ITGB5
ITGA5	ITGB3
ITGA5	ITGB5
ITGA5	PECAM1
ITGA5	SPP1
ITGAV	ITGB3
ITGAV	ITGB5
ITGAV	ITGB6
ITGAV	ITGB8
ITGAV	MMP2
ITGAV	MMP14
ITGAV	PDGFRA
ITGAV	PTK2
ITGAV	SPP1
ITGAV	TGFB1
ITGAV	THY1
ITGA6	ITGB4
ITGA6	CD82
ITGA6	PRKCD
ITGA2	MMP1
ITGA2	LAMA1
ILK	ITGB2
ILK	ITGB3
ILK	PPP1R12A
ILK	PDPK1
ILK	PARVG
ITGB2	CD82
ITGB2	KNG1
ITGB2	PRKCA
ITGB2	PRKCB1
ITGB2	PRKCD
ITGB2	PRKCH
ITGB2	PTK2
ITGB2	SYK
ITGB2	ICAM5
ITGB2	COPS3
ITGB2	NUMB
ITGB2	VNN2
ITGB2	PSCD1
ITGB2	RANBP9
ITGB2	CD226
ITGB2	ITGAX
ITGB2	ITGAM
ITGB2	DAB1
ITGAM	PLAUR
ITGAM	THY1
DAB1	ITGB3
DAB1	ITGB5
DAB1	ITGB7
DAB1	PTPN11
DAB1	SIAH1
ITGB3	KDR
ITGB3	PDGFRA
ITGB3	PDGFRB
ITGB3	PDPK1
ITGB3	PECAM1
ITGB3	PTK2
ITGB3	SHC1
ITGB3	THBS1
ITGB3	THY1
ITGB3	VTN
ITGB3	NUMB
ALOX12	ITGB4
ALOX12	LMNA
ITGB4	MET
ITGB4	PRKCA
ITGB4	PRKCD
ITGB4	PTK2
ITGB4	SHC1
ITGB4	VIM
ITGB4	YES1
ITGB4	ERBB2IP
ITGB5	NUMB
ITGB5	PALLD
ITGAE	ITGB7
ITK	LCK
ITK	LCP2
ITK	SMAD4
ITK	PLCG2
ITK	WAS
ITK	SOCS1
ITK	KHDRBS1
ITK	BLNK
ITPR1	ITPR3
ITPR1	LYN
ITPR1	PRKACA
ITPR1	PRKG1
ITPR1	HOMER2
ITPR1	BANK1
IL3RA	JAK1
IL3RA	JAK2
IL7R	JAK1
IL7R	LYN
IL7R	PIK3R1
IL7R	STAT3
IL7R	STAT5A
IL7R	STAT5B
IL5RA	JAK1
IL5RA	JAK2
JAK1	PDGFRA
JAK1	PDGFRB
JAK1	PIK3R1
JAK1	PLAUR
JAK1	PLCG2
JAK1	PRKCZ
JAK1	PTPN2
JAK1	PTPN6
JAK1	PTPN11
JAK1	PTPRC
JAK1	RAF1
JAK1	STAT1
JAK1	STAT2
JAK1	STAT3
JAK1	STAT5A
JAK1	STAT6
JAK1	SYK
JAK1	TEC
JAK1	TNFRSF1A
JAK1	TSHR
JAK1	TYK2
JAK1	CXCR4
JAK1	STAM
JAK1	SOCS1
JAK1	IRS2
JAK1	SOCS3
JAK1	OSMR
JAK1	IL21R
JAK1	STATIP1
IFNGR2	JAK2
IFNGR2	DNAJA3
JAK2	KIT
JAK2	LYN
JAK2	MPL
JAK2	NFKBIA
JAK2	PDGFRB
JAK2	PIK3R1
JAK2	PKD1
JAK2	PLCG2
JAK2	PPP2CA
JAK2	PPP2R1B
JAK2	PPP2R5A
JAK2	PTK2
JAK2	PTPN1
JAK2	PTPN6
JAK2	PTPN11
JAK2	PTPRC
JAK2	RAF1
JAK2	SHC1
JAK2	STAT1
JAK2	STAT2
JAK2	STAT3
JAK2	STAT5A
JAK2	STAT5B
JAK2	TEC
JAK2	TNFRSF1A
JAK2	TSHR
JAK2	VAV1
JAK2	YES1
JAK2	CXCR4
JAK2	STAM
JAK2	SOCS1
JAK2	IRS2
JAK2	SOCS3
JAK2	DNAJA3
JAK2	OSMR
JAK2	STATIP1
GATA2	JUN
GATA2	PML
GATA2	MAPK1
GATA2	SPI1
GATA2	STAT3
GATA2	ZBTB16
GATA2	HDAC3
JUN	SMAD2
JUN	SMAD3
JUN	SMAD4
JUN	MAF
JUN	NFYA
JUN	PRKD1
JUN	PRKDC
JUN	MAPK3
JUN	MAPK8
JUN	MAPK11
JUN	MAPK9
JUN	MAPK10
JUN	RAGE
JUN	RB1
JUN	RELA
JUN	SP1
JUN	SPI1
JUN	SPIB
JUN	STAT1
JUN	STAT3
JUN	STAT4
JUN	TDG
JUN	TOP1
JUN	SUMO1
JUN	VDR
JUN	NCOA3
JUN	PIAS1
JUN	NCOA1
JUN	HDAC3
JUN	DDX21
JUN	NCOA2
JUN	COPS5
JUN	SNRK
JUN	PACS1
JUN	HHEX
JUN	FOSL2
HHEX	PML
FOSL2	JUNB
FOSL2	JUND
FOSB	JUNB
FOSB	JUND
JUNB	SMAD3
JUNB	SMAD4
JUNB	MAPK8
ANK3	SMAD2
ANK3	SMAD3
ANK3	PIK3R1
KDR	NCK1
KDR	PLCG2
KDR	PTPN6
KDR	PTPN11
KDR	RASA1
KDR	SHC1
KDR	STAT1
KDR	TIMP3
KDR	VEGF
KDR	VEGFC
KDR	YES1
KDR	IQGAP1
KDR	NRP1
KIT	LCK
KIT	LYN
KIT	PIK3CG
KIT	PIK3R1
KIT	PIK3R2
KIT	PRKCA
KIT	PRKCB1
KIT	PTPN6
KIT	PTPN11
KIT	PTPRO
KIT	RASA1
KIT	STAT1
KIT	STAT5A
KIT	STAT5B
KIT	TEC
KIT	YES1
KIT	SOCS1
KIT	SOCS6
KIT	GRAP2
KIT	SOCS5
KIT	PTPRU
KIT	GRAP
KIT	BRDG1
KIT	SPRED1
KIT	SPRED2
IGFBP3	KPNB1
IGFBP3	MMP1
IGFBP3	MMP2
IGFBP3	PLG
IGFBP3	RXRA
IGFBP3	POLA2
CTSS	KNG1
CTSS	SLPI
KNG1	PLAUR
KNG1	PLG
KNG1	THBS1
KNG1	VTN
KPNB1	KPNA3
KPNB1	SMAD2
KPNB1	SMAD3
KPNB1	CD99
KPNB1	NFYA
KPNB1	PTMA
KPNB1	PTN
KPNB1	PTPN2
KPNB1	RAN
KPNB1	RANBP2
KPNB1	RPL5
KPNB1	SMN1
KPNB1	TP53
KPNB1	NUP153
KPNB1	NUP50
KPNB1	PRKD3
KPNB1	EDD1
TNPO1	RAN
TNPO1	RANBP2
TNPO1	RPL5
TNPO1	NUP214
TNPO1	NUP153
TNPO1	NXF1
TNPO1	HNRPD
HNRPD	LDHA
HNRPD	PCBP2
HNRPD	PRKACA
HNRPD	SAFB
HNRPD	PCSK7
HNRPD	PABPC1
HNRPD	SFRS12
LBR	LMNB1
LBR	SRPK1
LBR	CBX3
LBR	CBX5
LCK	LCP2
LCK	SH2D1A
LCK	NFKBIA
LCK	NOTCH1
LCK	PECAM1
LCK	PIK3CA
LCK	PIK3R1
LCK	PLCG2
LCK	PRKACA
LCK	PRKCA
LCK	PRKCD
LCK	PRKCQ
LCK	MAPK1
LCK	MAPK3
LCK	PTK2
LCK	PTPN6
LCK	PTPN11
LCK	PTPRC
LCK	PTPRF
LCK	RAF1
LCK	RASA1
LCK	SH3BP2
LCK	SHC1
LCK	STAT1
LCK	STAT3
LCK	STAT5A
LCK	SYK
LCK	THY1
LCK	VAV1
LCK	VIL2
LCK	ZAP70
LCK	SCAP1
LCK	KHDRBS1
LCK	GRAP
LCK	SIT1
LCK	TRAT1
LCK	PAG1
LCK	DOK3
LCP1	PRKACA
LCP1	GCA
LDHA	XRN1
LGALS1	PTPRC
LIF	LIFR
NRG1	LIMK1
NRG1	ADAM19
CDKN1C	LIMK1
CDKN1C	NR4A2
CDKN1C	PCNA
CDKN1C	SKP2
LIMK1	LIMK2
LIMK1	PAK1
LIMK1	ROCK1
LIMK1	CDC42BPA
LIMK1	LATS1
LMNA	LMNB1
LMNA	SMAD3
LMNA	PRKCA
LMNA	RB1
LMNA	NARF
LMNA	UNC13D
GATA3	LMO2
GATA3	PPARBP
GATA3	TAL1
GATA1	LMO2
GATA1	PPARBP
GATA1	MAPK1
GATA1	MAPK3
GATA1	SPI1
GATA1	STAT3
GATA1	ZBTB16
GATA1	ZFPM2
LTBR	TRAF2
LTBR	TRAF3
LTBR	TRAF5
LY9	SH2D1A
LMO2	LYL1
LMO2	SMAD2
LMO2	STAT1
LMO2	TAL1
LMO2	EHMT2
LYN	MME
LYN	PECAM1
LYN	PIK3CG
LYN	PLCG2
LYN	PPP1R8
LYN	PRKCD
LYN	PRKCQ
LYN	PRKDC
LYN	MAPK3
LYN	PTK2
LYN	PTPN6
LYN	PTPRC
LYN	RASA1
LYN	RGS16
LYN	SHC1
LYN	SYK
LYN	TEC
LYN	TYK2
LYN	SCAP1
LYN	KHDRBS1
LYN	MAP4K1
LYN	PPP1R15A
LYN	TRAT1
LYN	BANK1
LYN	PAG1
LYN	DOK3
LYN	GAB3
LYN	LCP2
LYN	HCLS1
LCP2	NCK1
LCP2	PLCG2
LCP2	PTPN6
LCP2	PTPRC
LCP2	SHC1
LCP2	SYK
LCP2	TXK
LCP2	VAV1
LCP2	WAS
LCP2	ZAP70
LCP2	GRAP2
LCP2	VAV3
LCP2	MAP4K1
LCP2	BLNK
LCP2	PAG1
LCP2	MIST
HCLS1	SYK
HCLS1	WAS
HCLS1	MAP4K1
HCLS1	HS1BP3
ANPEP	TM4SF1
LAIR1	PTPN11
MXD1	MAX
MXD1	MYC
MXD1	MYCL1
MXD1	MYCN
MXD1	PML
MXD1	SIN3A
MAD2L1	ADAM17
MAD2L1	CDC16
SMAD1	SMAD3
SMAD1	SMAD4
SMAD1	SMAD5
SMAD1	MEN1
SMAD1	PAK1
SMAD1	MAPK1
SMAD1	RAC2
SMAD1	RAN
SMAD1	RFX1
SMAD1	RPS27A
SMAD1	SKIL
SMAD1	SNRP70
SMAD1	SOX5
SMAD1	XPC
SMAD1	XPO1
SMAD1	BTG2
SMAD1	PIAS1
SMAD1	PCAF
SMAD1	ARHGEF6
SMAD1	ZFHX1B
SMAD1	ICK
SMAD1	RAB30
SMAD1	BTBD15
SMAD1	LEF1
SMAD1	ZDHHC3
SMAD1	BTBD2
SMAD1	ERBB2IP
SMAD1	SNIP1
SMAD2	SMAD3
SMAD2	SMAD4
SMAD2	MEF2A
SMAD2	MEF2C
SMAD2	MYC
SMAD2	NFYC
SMAD2	PAK1
SMAD2	PPP2R1A
SMAD2	PRKAR1A
SMAD2	MAPK1
SMAD2	MAPK3
SMAD2	MAPK8
SMAD2	MAPK9
SMAD2	RAN
SMAD2	RARB
SMAD2	RBL1
SMAD2	RIT1
SMAD2	ROCK1
SMAD2	RPS27A
SMAD2	RXRA
SMAD2	SKIL
SMAD2	SNRP70
SMAD2	SP1
SMAD2	ST5
SMAD2	ST13
SMAD2	TP53
SMAD2	TSC2
SMAD2	DNAJC7
SMAD2	NUP214
SMAD2	CUL5
SMAD2	PCAF
SMAD2	CDC16
SMAD2	HGS
SMAD2	ARHGEF6
SMAD2	ZFHX1B
SMAD2	NUP153
SMAD2	RANBP9
SMAD2	HUWE1
SMAD2	PIAS3
SMAD2	KHDRBS1
SMAD2	OS9
SMAD2	COPS5
SMAD2	SNW1
SMAD2	TBC1D1
SMAD2	LEF1
SMAD2	EDD1
SMAD2	PCQAP
SMAD2	BTBD2
SMAD2	IQWD1
SMAD2	ERBB2IP
SMAD2	GATAD2B
SMAD2	SNIP1
SMAD2	ABTB1
SMAD2	ANTXR2
JUND	SMAD3
JUND	SMAD4
JUND	MEN1
JUND	MAPK1
JUND	MAPK3
JUND	MAPK8
JUND	MAPK9
JUND	COPS5
HIVEP1	SMAD3
HIVEP1	APTX
SMAD3	SMAD4
SMAD3	MAX
SMAD3	MDM4
SMAD3	MEN1
SMAD3	MYC
SMAD3	NFYC
SMAD3	NOTCH1
SMAD3	PEX6
SMAD3	PML
SMAD3	PPP2R1A
SMAD3	PRKAR2A
SMAD3	MAPK1
SMAD3	MAPK8
SMAD3	MAPK9
SMAD3	RBL1
SMAD3	RIT1
SMAD3	SKIL
SMAD3	SNRP70
SMAD3	SP1
SMAD3	SPTBN1
SMAD3	MAP3K7
SMAD3	TGFBR2
SMAD3	TP53
SMAD3	TSC2
SMAD3	VDR
SMAD3	VIM
SMAD3	WEE1
SMAD3	ZBTB16
SMAD3	NUP214
SMAD3	AXIN2
SMAD3	PCAF
SMAD3	CDC16
SMAD3	HGS
SMAD3	ARHGEF6
SMAD3	ZFHX1B
SMAD3	NUP153
SMAD3	RBX1
SMAD3	RANBP9
SMAD3	EBI3
SMAD3	SF3A1
SMAD3	PIAS3
SMAD3	TMED1
SMAD3	SFRS16
SMAD3	RRAS2
SMAD3	SNW1
SMAD3	GGA1
SMAD3	LEF1
SMAD3	PCQAP
SMAD3	ZDHHC4
SMAD3	ERBB2IP
SMAD3	SAP130
HDGF	SMAD4
SMAD4	SMAD5
SMAD4	MAX
SMAD4	MEF2A
SMAD4	OCLN
SMAD4	PAK1
SMAD4	PRKAR2A
SMAD4	MAPK1
SMAD4	MAPK13
SMAD4	RAC2
SMAD4	RALA
SMAD4	RBL1
SMAD4	RFX1
SMAD4	RPS27A
SMAD4	SKIL
SMAD4	SNRP70
SMAD4	SP1
SMAD4	SPTBN1
SMAD4	TDG
SMAD4	TGFBR2
SMAD4	NUP214
SMAD4	PIAS1
SMAD4	PIAS2
SMAD4	TRAP1
SMAD4	PIAS3
SMAD4	PLK4
SMAD4	NEK6
SMAD4	COPS5
SMAD4	RRAS2
SMAD4	LEF1
SMAD4	PRPF40A
SMAD4	ATF7IP
SMAD4	DCP1A
SMAD4	PBK
SMAD4	ERBB2IP
SMAD4	FLJ22318
SMAD4	SNIP1
SMAD7	MAP2K3
SMAD7	MAP2K6
SMAD7	SOX5
SMAD7	MAP3K7
SMAD7	TGFBR2
SMAD7	PIAS1
SMAD7	MAP3K7IP1
SMAD7	BTBD15
SMAD7	ZNF588
SMAD7	ASH1L
SMAD7	ERBB2IP
LNPEP	TNKS
LNPEP	TNKS2
LRP5	THBS1
LRP5	DKK1
MAF	MAFG
MAF	MYB
MAF	USF2
MAFG	VIM
COL9A2	FEZ1
COL9A2	C4orf14
ILF3	PLSCR1
ILF3	EIF2AK2
ILF3	SMN1
MAGOH	MAP1B
MAGOH	THOC4
MAGOH	NXF1
MAX	MSH2
MAX	MXI1
MAX	MYC
MAX	MYCL1
MAX	MYCN
MAX	TRRAP
MAX	MXD4
DCC	MAZ
DCC	NCK1
DCC	MAPK3
DCC	SIAH1
DCC	SIAH2
SMAD5	MEN1
SMAD5	SFPQ
SMAD5	SNRP70
SMAD5	SOX5
SMAD5	ZFHX1B
SMAD5	U2AF2
SMAD5	MTMR10
MCF2	TNK2
DAD1	MCL1
BOK	MCL1
MCL1	PCNA
MCL1	PMAIP1
MCL1	MAPK1
MCL1	TNKS
MCL1	BCL2L11
MCL1	BMF
MCM2	MCM7
MCM2	PLK1
MCM2	RAD52
MCM2	RPA1
MCM2	RPA2
MCM2	RPA3
MCM2	CDC7
MCM2	CCNB2
MCM2	AKAP8
MCM2	GNB5
MCM2	DBF4
MCM4	MCM7
MCM4	CDC7
MCM4	CCNA1
MCM7	MNAT1
MCM7	NFKBIA
MCM7	PLK1
MCM7	RAD17
MCM7	RB1
MCM7	RBL1
MCM7	RBL2
MCM7	RPA1
MCM7	UBE3A
MCM7	CDC7
MCM7	DBF4
MCM7	MBIP
HOXA1	PLSCR1
HOXA1	TCF3
HOXA1	LPXN
HOXA1	CHIC2
DUSP6	MAPK1
DUSP6	MAPK3
MDM2	MDM4
MDM2	PML
MDM2	POLE
MDM2	RANBP2
MDM2	RB1
MDM2	RPL5
MDM2	RPL11
MDM2	TP53
MDM2	TSG101
MDM2	UBE2A
MDM2	SUMO1
MDM2	USP7
MDM2	PIAS1
MDM2	NUMB
MDM2	PCAF
MEF2A	MAPK7
MEF2A	SUMO1
MEF2A	HDAC9
MEF2B	CABIN1
MEF2C	NOTCH1
MEF2C	MAPK7
MEF2C	SP1
MEF2C	NCOA2
HOXA11	GMNN
MAP3K4	GADD45B
MAP3K4	MAPK13
MAP3K4	MAP2K1
MAP3K4	MAP2K3
MAP3K4	MAP2K6
MAP3K4	PTPN11
MAP3K4	RAC1
MAP3K4	MAP2K4
MAP3K5	PPP3R1
MAP3K5	PPP5C
MAP3K5	MAP2K6
MAP3K5	EIF2AK2
MAP3K5	RAF1
MAP3K5	MAP3K7
MAP3K5	TRAF2
MAP3K5	TRAF5
MAP3K5	TRAF6
MAP3K5	TXN
MAP3K5	YWHAE
MAP3K5	PDCD6
MAP3K5	MAPK8IP3
INPPL1	MET
INPPL1	SHC1
MET	PIK3R1
MET	PLXNB1
MET	PTPN11
MET	PTPRB
MET	PTPRJ
MET	SHC1
MET	STAT3
MET	VAV1
MET	SMC1L1
MET	DNAJA3
MET	HGS
MET	RANBP9
MET	GLMN
JAG1	MFNG
JAG1	NOTCH1
JAG1	POFUT1
IGBP1	PPP2CA
IGBP1	PPP4C
IGBP1	PPP6C
MIF	COPS5
MKI67	PRKCB1
MKI67	CBX3
MKI67	CBX5
MAP3K11	MAP4K2
MAP3K11	RAC1
MAP3K11	MAP3K12
MAP3K11	MAP4K1
MAP3K11	MAPK8IP3
MLL	PLXNB1
MLL	SET
MLL	WDR5
MLL	PPP1R15A
MLLT3	PTN
COL6A3	MMP2
MMP1	MMP7
MMP1	CCL2
MMP1	CCL7
MMP1	CCL13
MMP1	TFPI
MMP1	TIMP1
MMP1	TNFSF11
MMP9	MMP10
MMP9	PLG
MMP9	CXCL5
MMP9	TFPI
MMP9	THBS1
